창고별 시즌재고조회_ajl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
브랜드,품목소분류,품명,품번,카테고리2,규격,품번(규격),상품번호(샵바이),성별,시즌,최초입고일,입고일,소비자가,품목내부코드,WMS 현재고,소진율,가용재고,POS연동바코드,대기,대기(부산),대기(신사),매장 (부산),매장 (신사동),물류센터,반품,불량창고(물류센터),오픈임시분류,포이즌,B2B 창고
아디다스,용품(아디다스),패스트임팩트 럭스 런 하이 서포트 스포츠브라,IQ3359,용품,S,IQ3359(S),,여성,26FW,2026-06-01,2026-05-29,"99,000.00",36332,1,0.0,2,4067886001268,0,0,0,0,1,1,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,250,IQ3418-399(250),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",27998,1,0.0,3,198727660918,0,0,0,1,1,1,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,255,IQ3418-399(255),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",27999,2,0.0,4,198727657826,0,0,0,1,1,2,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,260,IQ3418-399(260),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",28000,6,0.0,9,198727661564,0,0,0,1,2,6,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,265,IQ3418-399(265),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",28001,7,0.0,10,198727664299,0,0,0,0,3,7,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,270,IQ3418-399(270),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",28002,10,0.0,14,198727665944,0,0,0,1,3,10,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,275,IQ3418-399(275),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",28003,6,0.0,8,198727660703,0,0,0,1,1,6,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,280,IQ3418-399(280),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",28004,4,0.0,6,198727669294,0,0,0,1,1,4,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,285,IQ3418-399(285),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",28005,1,0.0,2,198727662943,0,0,0,1,0,1,0,0,0,0,0
나이키,신발(나이키),줌 X 베이퍼플라이 4 프리미엄,IQ3418-399,신발,290,IQ3418-399(290),132642935,남성,SP26,2026-01-27,2026-01-27,"319,000.00",28006,1,0.0,1,198727668716,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,250,IQ3435-045(250),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28281,1,0.0,1,198727669379,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,255,IQ3435-045(255),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28282,0,0.0,2,198727670191,0,0,0,1,1,0,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,260,IQ3435-045(260),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28283,4,0.0,5,198727670368,0,0,0,1,0,4,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,265,IQ3435-045(265),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28284,5,0.0,6,198727670146,0,0,0,1,0,5,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,270,IQ3435-045(270),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28285,5,0.0,6,198727670252,0,0,0,1,0,5,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,275,IQ3435-045(275),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28286,2,0.0,3,198727670832,0,0,0,1,0,2,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,280,IQ3435-045(280),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28287,3,0.0,3,198727670351,0,0,0,0,0,3,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,285,IQ3435-045(285),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28288,1,0.0,1,198727670337,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3435-045,신발,290,IQ3435-045(290),132642932,남성,SP26,2026-01-27,2026-01-27,"269,000.00",28289,0,0.0,1,198727670566,0,0,0,1,0,0,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3439-211,신발,230,IQ3439-211(230),132551818,여성,SP26,2026-01-12,2026-01-12,"289,000.00",28550,3,0.0,4,198727675141,0,0,0,1,0,3,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3439-211,신발,235,IQ3439-211(235),132551818,여성,SP26,2026-01-12,2026-01-12,"289,000.00",28551,4,0.0,4,198727679842,0,0,0,0,0,4,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3439-211,신발,240,IQ3439-211(240),132551818,여성,SP26,2026-01-12,2026-01-12,"289,000.00",28552,6,0.0,6,198727679248,0,0,0,0,0,6,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3439-211,신발,245,IQ3439-211(245),132551818,여성,SP26,2026-01-12,2026-01-12,"289,000.00",28553,4,0.0,5,198727682286,0,0,0,1,0,4,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3439-211,신발,250,IQ3439-211(250),132551818,여성,SP26,2026-01-12,2026-01-12,"289,000.00",28554,3,0.0,4,198727681753,0,0,0,1,0,3,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄,IQ3439-211,신발,255,IQ3439-211(255),132551818,여성,SP26,2026-01-12,2026-01-12,"289,000.00",28555,2,0.0,2,198727680688,0,0,0,0,0,2,0,0,0,0,0
나이키,신발(나이키),보메로 플러스 SE,IQ3440-751,신발,230,IQ3440-751(230),,여성,SP26,2026-01-21,2026-01-21,"219,000.00",28571,3,0.0,3,198727675868,0,0,0,0,0,0,0,0,0,0,3
나이키,신발(나이키),보메로 플러스 SE,IQ3440-751,신발,250,IQ3440-751(250),,여성,SP26,2026-01-21,2026-01-21,"219,000.00",28575,2,0.0,2,198727681562,0,0,0,0,0,0,0,0,0,0,2
나이키,신발(나이키),보메로 플러스 SE,IQ3440-751,신발,255,IQ3440-751(255),,여성,SP26,2026-01-21,2026-01-21,"219,000.00",28576,2,0.0,2,198727679361,0,0,0,0,0,0,0,0,0,0,2
나이키,의류(나이키),ACG 드라이핏 와일드씨 베이스레이어 쇼츠,IQ5128-010,의류,L,IQ5128-010(L),133564874,여성,SU26,2026-05-08,2026-05-08,"75,000.00",33887,0,0.0,8,198729475909,0,0,0,2,2,0,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 베이스레이어 쇼츠,IQ5128-010,의류,L,IQ5128-010(L),133564874,여성,FA26,2026-07-07,2026-07-07,"75,000.00",33887,0,0.0,8,198729475909,0,0,0,2,2,0,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 베이스레이어 쇼츠,IQ5128-010,의류,M,IQ5128-010(M),133564874,여성,SU26,2026-05-08,2026-05-08,"75,000.00",33886,1,0.0,10,198729473745,0,0,0,0,5,0,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 베이스레이어 쇼츠,IQ5128-010,의류,M,IQ5128-010(M),133564874,여성,FA26,2026-07-07,2026-07-07,"75,000.00",33886,1,0.0,10,198729473745,0,0,0,3,1,1,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 베이스레이어 쇼츠,IQ5128-010,의류,S,IQ5128-010(S),133564874,여성,SU26,2026-05-08,2026-05-08,"75,000.00",33885,6,0.0,20,198729476173,0,0,0,3,2,3,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 베이스레이어 쇼츠,IQ5128-010,의류,S,IQ5128-010(S),133564874,여성,FA26,2026-07-07,2026-07-09,"75,000.00",33885,6,0.0,20,198729476173,0,0,0,6,3,3,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 베이스레이어 쇼츠,IQ5128-010,의류,XS,IQ5128-010(XS),133564874,여성,SU26,2026-05-08,2026-05-08,"75,000.00",33884,0,0.0,1,198729471871,0,0,0,1,0,0,0,0,0,0,0
나이키,의류(나이키),ACG 래디컬 에어플로우 NXT 롱슬리브,IQ5849-100,의류,L,IQ5849-100(L),133710760,남성,FA26,2026-06-25,2026-06-25,"165,000.00",36393,0,0.0,2,198959047747,0,0,0,0,2,0,0,0,0,0,0
나이키,의류(나이키),ACG 래디컬 에어플로우 NXT 롱슬리브,IQ5849-100,의류,M,IQ5849-100(M),133710760,남성,FA26,2026-06-25,2026-06-25,"165,000.00",36392,0,0.0,8,198959015593,0,0,0,6,2,0,0,0,0,0,0
나이키,의류(나이키),ACG 래디컬 에어플로우 NXT 롱슬리브,IQ5849-100,의류,XL,IQ5849-100(XL),133710760,남성,FA26,2026-06-25,2026-06-25,"165,000.00",36394,0,0.0,2,198959008274,0,0,0,2,0,0,0,0,0,0,0
나이키,의류(나이키),ACG 래디컬 에어플로우 NXT 롱슬리브,IQ5849-100,의류,XXL,IQ5849-100(XXL),133710760,남성,FA26,2026-06-25,2026-06-25,"165,000.00",36395,0,0.0,1,198959037717,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),ACG 래디컬 에어플로우 NXT 롱슬리브,IQ5853-100,의류,L,IQ5853-100(L),133843307,여성,FA26,2026-06-25,2026-06-25,"165,000.00",39138,0,0.0,4,198959006508,0,0,0,0,4,0,0,0,0,0,0
나이키,의류(나이키),ACG 래디컬 에어플로우 NXT 롱슬리브,IQ5853-100,의류,M,IQ5853-100(M),133843307,여성,FA26,2026-06-25,2026-06-25,"165,000.00",39137,0,0.0,1,198959101364,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),ACG 래디컬 에어플로우 NXT 롱슬리브,IQ5853-100,의류,S,IQ5853-100(S),133843307,여성,FA26,2026-06-25,2026-06-25,"165,000.00",39136,0,0.0,1,198959068629,0,0,0,0,1,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),런 벨트,IQ5928-077,용품,L,IQ5928-077(L),133426967,공용,SU26,2026-04-14,2026-04-14,"79,000.00",34206,0,0.0,8,198488823195,0,0,0,6,2,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),런 벨트,IQ5928-077,용품,M,IQ5928-077(M),133426967,공용,SU26,2026-04-14,2026-04-14,"79,000.00",34205,0,0.0,6,198488827254,0,0,0,4,2,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),런 벨트,IQ5928-077,용품,S,IQ5928-077(S),133426967,공용,SU26,2026-04-14,2026-04-14,"79,000.00",34204,0,0.0,4,198488822761,0,0,0,3,1,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),런 벨트,IQ5928-077,용품,XL,IQ5928-077(XL),133426967,공용,SU26,2026-04-14,2026-04-14,"79,000.00",34208,0,0.0,3,198488841434,0,0,0,2,1,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,L,IQ6027-039(L),132552606,공용,SU26,2026-04-14,2026-04-14,"79,000.00",30869,24,0.0,44,198488842608,0,0,0,5,1,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,L,IQ6027-039(L),132552606,공용,FA26,2026-07-20,2026-07-20,"79,000.00",30869,24,0.0,44,198488842608,0,0,0,9,5,24,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,M,IQ6027-039(M),132552606,공용,SP26,2026-01-09,2026-01-09,"79,000.00",30868,21,0.0,58,198488823898,0,0,0,0,19,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,M,IQ6027-039(M),132552606,공용,SU26,2026-04-14,2026-04-14,"79,000.00",30868,21,0.0,58,198488823898,0,0,0,6,3,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,M,IQ6027-039(M),132552606,공용,FA26,2026-07-20,2026-07-20,"79,000.00",30868,21,0.0,58,198488823898,0,0,0,9,0,21,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,S,IQ6027-039(S),132552606,공용,FA26,2026-07-20,2026-07-20,"79,000.00",30867,13,0.0,19,198488836089,0,0,0,6,0,13,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,XL,IQ6027-039(XL),132552606,공용,SP26,2026-01-09,2026-02-05,"79,000.00",30870,22,0.0,35,198488839363,0,0,0,0,2,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,XL,IQ6027-039(XL),132552606,공용,SU26,2026-04-14,2026-04-14,"79,000.00",30870,22,0.0,35,198488839363,0,0,0,4,1,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 벨트,IQ6027-039,용품,XL,IQ6027-039(XL),132552606,공용,FA26,2026-07-20,2026-07-20,"79,000.00",30870,22,0.0,35,198488839363,0,0,0,6,0,22,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 쿼터집 롱슬리브 탑,IQ6323-010,의류,L,IQ6323-010(L),,여성,FA26,2026-09-02,2026-09-02,"95,000.00",39170,6,0.0,6,,0,0,0,0,0,6,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 쿼터집 롱슬리브 탑,IQ6323-010,의류,M,IQ6323-010(M),,여성,FA26,2026-09-02,2026-09-02,"95,000.00",39169,7,0.0,7,,0,0,0,0,0,7,0,0,0,0,0
나이키,의류(나이키),ACG 드라이핏 와일드씨 쿼터집 롱슬리브 탑,IQ6323-010,의류,S,IQ6323-010(S),,여성,FA26,2026-09-02,2026-09-02,"95,000.00",39168,8,0.0,8,,0,0,0,0,0,8,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,250,IQ7313-200(250),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32925,2,0.0,2,198729700490,0,0,0,0,0,2,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,255,IQ7313-200(255),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32926,5,0.0,5,198729885951,0,0,0,0,0,5,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,260,IQ7313-200(260),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32927,9,0.0,9,198729871695,0,0,0,0,0,9,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,265,IQ7313-200(265),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32928,11,0.0,11,198729668011,0,0,0,0,0,11,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,270,IQ7313-200(270),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32929,15,0.0,15,198729799289,0,0,0,0,0,15,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,275,IQ7313-200(275),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32930,12,0.0,12,198729723871,0,0,0,0,0,12,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,280,IQ7313-200(280),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32931,8,0.0,8,198729694539,0,0,0,0,0,8,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,285,IQ7313-200(285),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32932,4,0.0,4,198729853622,0,0,0,0,0,4,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 NRG,IQ7313-200,신발,290,IQ7313-200(290),133315651,남성,SU26,2026-04-03,2026-04-03,"329,000.00",32933,2,0.0,2,198729846242,0,0,0,0,0,2,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 팩 베스트 5L,IQ7354-039,용품,L,IQ7354-039(L),132552628,공용,SP26,2026-01-09,2026-02-05,"199,000.00",30859,0,0.0,5,198727555474,0,0,0,0,2,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 팩 베스트 5L,IQ7354-039,용품,L,IQ7354-039(L),132552628,공용,FA26,2026-07-20,2026-07-20,"199,000.00",30859,0,0.0,5,198727555474,0,0,0,2,1,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 팩 베스트 5L,IQ7354-039,용품,M,IQ7354-039(M),132552628,공용,SP26,2026-01-09,2026-01-09,"199,000.00",30858,5,0.0,30,198727553357,0,0,0,0,16,0,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 팩 베스트 5L,IQ7354-039,용품,M,IQ7354-039(M),132552628,공용,FA26,2026-07-20,2026-07-20,"199,000.00",30858,5,0.0,30,198727553357,0,0,0,9,0,5,0,0,0,0,0
나이키ACC,용품(나이키ACC),ACG GOAT 팩 베스트 5L,IQ7354-039,용품,S,IQ7354-039(S),132552628,공용,SP26,2026-01-09,2026-02-05,"199,000.00",30857,1,0.0,1,198727553739,1,0,0,0,0,0,0,0,0,0,0
나이키,신발(나이키),보메로 프리미엄 ESS,IQ8102-101,신발,230,IQ8102-101(230),135700494,여성,FA26,2026-07-07,2026-07-07,"299,000.00",38399,1,0.0,3,198959377257,0,0,0,1,1,1,0,0,0,0,0
나이키,신발(나이키),보메로 프리미엄 ESS,IQ8102-101,신발,235,IQ8102-101(235),135700494,여성,FA26,2026-07-07,2026-07-07,"299,000.00",38400,1,0.0,3,198959375963,0,0,0,2,0,1,0,0,0,0,0
나이키,신발(나이키),보메로 프리미엄 ESS,IQ8102-101,신발,240,IQ8102-101(240),135700494,여성,FA26,2026-07-07,2026-07-07,"299,000.00",38401,3,0.0,7,198959500419,0,0,0,2,2,3,0,0,0,0,0
나이키,신발(나이키),보메로 프리미엄 ESS,IQ8102-101,신발,245,IQ8102-101(245),135700494,여성,FA26,2026-07-07,2026-07-07,"299,000.00",38402,4,0.0,6,198959378933,0,0,0,1,1,4,0,0,0,0,0
나이키,신발(나이키),보메로 프리미엄 ESS,IQ8102-101,신발,250,IQ8102-101(250),135700494,여성,FA26,2026-07-07,2026-07-07,"299,000.00",38403,1,0.0,3,198959541405,0,0,0,1,1,1,0,0,0,0,0
나이키,신발(나이키),보메로 프리미엄 ESS,IQ8102-101,신발,255,IQ8102-101(255),135700494,여성,FA26,2026-07-07,2026-07-07,"299,000.00",38404,1,0.0,2,198959401655,0,0,0,1,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 42 ESS,IR0298-100,신발,230,IR0298-100(230),135700528,여성,FA26,2026-07-07,2026-07-07,"169,000.00",38707,2,0.0,4,198959734265,0,0,0,1,1,2,0,0,0,0,0
나이키,신발(나이키),페가수스 42 ESS,IR0298-100,신발,235,IR0298-100(235),135700528,여성,FA26,2026-07-07,2026-07-07,"169,000.00",38708,6,0.0,8,198959725843,0,0,0,1,1,6,0,0,0,0,0
나이키,신발(나이키),페가수스 42 ESS,IR0298-100,신발,240,IR0298-100(240),135700528,여성,FA26,2026-07-07,2026-07-07,"169,000.00",38709,6,0.0,9,198959746893,0,0,0,1,2,6,0,0,0,0,0
나이키,신발(나이키),페가수스 42 ESS,IR0298-100,신발,245,IR0298-100(245),135700528,여성,FA26,2026-07-07,2026-07-07,"169,000.00",38710,8,0.0,12,198959743922,0,0,0,1,3,8,0,0,0,0,0
나이키,신발(나이키),페가수스 42 ESS,IR0298-100,신발,250,IR0298-100(250),135700528,여성,FA26,2026-07-07,2026-07-07,"169,000.00",38711,3,0.0,6,198959742932,0,0,0,1,2,3,0,0,0,0,0
나이키,신발(나이키),페가수스 42 ESS,IR0298-100,신발,255,IR0298-100(255),135700528,여성,FA26,2026-07-07,2026-07-07,"169,000.00",38712,1,0.0,1,198959743458,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 ESS,IR0836-100,신발,230,IR0836-100(230),135700522,여성,FA26,2026-07-07,2026-07-07,"289,000.00",38443,2,0.0,4,198959735460,0,0,0,1,1,2,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 ESS,IR0836-100,신발,235,IR0836-100(235),135700522,여성,FA26,2026-07-07,2026-07-07,"289,000.00",38444,1,0.0,4,198959748118,0,0,0,1,2,1,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 ESS,IR0836-100,신발,240,IR0836-100(240),135700522,여성,FA26,2026-07-07,2026-07-07,"289,000.00",38445,4,0.0,7,198959747739,0,0,0,1,2,4,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 ESS,IR0836-100,신발,245,IR0836-100(245),135700522,여성,FA26,2026-07-07,2026-07-07,"289,000.00",38446,4,0.0,7,198959736689,0,0,0,1,2,4,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 ESS,IR0836-100,신발,250,IR0836-100(250),135700522,여성,FA26,2026-07-07,2026-07-07,"289,000.00",38447,0,0.0,2,198959733626,0,0,0,1,1,0,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 ESS,IR0836-100,신발,255,IR0836-100(255),135700522,여성,FA26,2026-07-07,2026-07-07,"289,000.00",38448,2,0.0,2,198959746794,0,0,0,0,0,2,0,0,0,0,0
나이키,신발(나이키),페가수스 42 와이드,IR1228-102,신발,250,IR1228-102(250),133327078,남성,SU26,2026-04-03,2026-04-03,"169,000.00",33371,0,0.0,1,198730385402,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),페가수스 42 와이드,IR1228-102,신발,255,IR1228-102(255),133327078,남성,SU26,2026-04-03,2026-04-03,"169,000.00",33372,1,0.0,2,198730395449,0,0,0,1,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 42 와이드,IR1228-102,신발,265,IR1228-102(265),133327078,남성,SU26,2026-04-03,2026-04-03,"169,000.00",33374,0,0.0,1,198730393650,0,0,0,1,0,0,0,0,0,0,0
나이키,신발(나이키),페가수스 42 와이드,IR1228-102,신발,270,IR1228-102(270),133327078,남성,SU26,2026-04-03,2026-04-03,"169,000.00",33375,0,0.0,1,198730385471,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),페가수스 42 와이드,IR1228-102,신발,275,IR1228-102(275),133327078,남성,SU26,2026-04-03,2026-04-03,"169,000.00",33376,0,0.0,3,198730380681,0,0,0,1,2,0,0,0,0,0,0
나이키,신발(나이키),페가수스 42 와이드,IR1228-102,신발,280,IR1228-102(280),133327078,남성,SU26,2026-04-03,2026-04-03,"169,000.00",33377,1,0.0,1,198730394442,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 42 와이드,IR1228-102,신발,290,IR1228-102(290),133327078,남성,SU26,2026-04-03,2026-04-03,"169,000.00",33379,0,0.0,1,198730387000,0,0,0,1,0,0,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 RR,IR1229-001,신발,265,IR1229-001(265),133564899,남성,SU26,2026-05-12,2026-05-12,"279,000.00",33101,5,0.0,5,198729727633,0,0,0,0,0,5,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 RR,IR1229-001,신발,270,IR1229-001(270),133564899,남성,SU26,2026-05-12,2026-05-12,"279,000.00",33102,9,0.0,9,198729872920,0,0,0,0,0,9,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 RR,IR1229-001,신발,275,IR1229-001(275),133564899,남성,SU26,2026-05-12,2026-05-12,"279,000.00",33103,3,0.0,3,198729759191,0,0,0,0,0,3,0,1,0,0,0
나이키,신발(나이키),페가수스 프리미엄 RR,IR1229-001,신발,280,IR1229-001(280),133564899,남성,SU26,2026-05-12,2026-05-12,"279,000.00",33104,1,0.0,1,198729621009,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),페가수스 프리미엄 RR,IR1229-001,신발,290,IR1229-001(290),133564899,남성,SU26,2026-05-12,2026-05-12,"279,000.00",33106,1,0.0,1,198729746887,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),알파플라이 3 OR,IR1817-100,신발,250,IR1817-100(250),133410111,남성,SU26,2026-04-14,2026-04-14,"359,000.00",32815,0,0.0,1,198731343708,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),알파플라이 3 OR,IR1817-100,신발,260,IR1817-100(260),133410111,남성,SU26,2026-04-14,2026-04-14,"359,000.00",32817,1,0.0,1,198731340547,0,0,0,0,0,0,0,0,0,0,1
나이키,신발(나이키),알파플라이 3 OR,IR1817-100,신발,265,IR1817-100(265),133410111,남성,SU26,2026-04-14,2026-04-14,"359,000.00",32818,0,0.0,2,198731351925,0,0,0,0,2,0,0,0,0,0,0
나이키,신발(나이키),알파플라이 3 OR,IR1817-100,신발,270,IR1817-100(270),133410111,남성,SU26,2026-04-14,2026-04-14,"359,000.00",32819,1,0.0,2,198731333624,0,0,0,0,1,1,0,0,0,0,0
나이키,신발(나이키),알파플라이 3 OR,IR1817-100,신발,275,IR1817-100(275),133410111,남성,SU26,2026-04-14,2026-04-14,"359,000.00",32820,0,0.0,2,198731333419,0,0,0,0,2,0,0,0,0,0,0
나이키,신발(나이키),알파플라이 3 OR,IR1817-100,신발,280,IR1817-100(280),133410111,남성,SU26,2026-04-14,2026-04-14,"359,000.00",32821,0,0.0,1,198731346297,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),알파플라이 3 OR,IR1817-100,신발,285,IR1817-100(285),133410111,남성,SU26,2026-04-14,2026-04-14,"359,000.00",32822,0,0.0,1,198731344644,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),알파플라이 3 BL,IR1996-001,신발,260,IR1996-001(260),133609984,남성,SU26,2026-05-14,2026-05-14,"359,000.00",32861,0,0.0,0,198731170786,0,0,0,0,0,0,0,1,0,0,0
나이키,신발(나이키),알파플라이 3 BL,IR1996-001,신발,270,IR1996-001(270),133609984,남성,SU26,2026-05-14,2026-05-14,"359,000.00",32863,1,0.0,1,198731170823,0,0,0,0,0,1,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 SE,IR2311-600,신발,230,IR2311-600(230),133564886,여성,SU26,2026-05-12,2026-05-12,"319,000.00",32965,1,0.0,3,198729749260,0,0,0,1,1,1,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 SE,IR2311-600,신발,235,IR2311-600(235),133564886,여성,SU26,2026-05-12,2026-05-12,"319,000.00",32966,4,0.0,6,198729731579,0,0,0,1,1,4,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 SE,IR2311-600,신발,240,IR2311-600(240),133564886,여성,SU26,2026-05-12,2026-05-12,"319,000.00",32967,5,0.0,7,198729772749,0,0,0,1,1,5,0,0,0,0,0
나이키,신발(나이키),베이퍼플라이 4 SE,IR2311-600,신발,245,IR2311-600(245),133564886,여성,SU26,2026-05-12,2026-05-12,"319,000.00",32968,3,0.0,5,198729750006,0,0,0,1,1,3,0,0,0,0,0
